recording_id,scientific_name,genus,species,subspecies,english_name,call_type,sex,life_stage,duration_seconds,date,time,country,location,latitude,longitude,altitude,quality,quality_flag,description,license,remarks,background_species,local_file_path,file_exists,status
XC104521,Euphagus cyanocephalus,Euphagus,cyanocephalus,,Brewer's Blackbird,call,,,8.29,2012-06-19,10:52,,Rating,43.6405,-103.3732,1200.0,E,poor,Natural calls from a bird perched on a fence post in short grass prairie while carrying an insect in its bill. Same individual as XC104520.,Creative Commons Attribution-ShareAlike 3.0,Natural calls from a bird perched on a fence post in short grass prairie while carrying an insect in its bill. Same individual as XC104520.,Western Meadowlark Sturnella neglecta,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\Audio Recordings\XC104521.wav,True,success
XC109162,Cyanocitta cristata,Cyanocitta,cristata,,Blue Jay,call,,,84.93,2012-05-19,15:30,,Rating,26.028,-80.413,5.0,E,poor,"natural vocalization; rattle calls from a single bird perched mid-way up a small pine tree at the edge of a parking lot, near a large marsh. Also one imitation of Red-shouldered hawk near the end of the cut. While giving the rattle calls the bird would perform a bobbing display.",Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"natural vocalization; rattle calls from a single bird perched mid-way up a small pine tree at the edge of a parking lot, near a large marsh. Also one imitation of Red-shouldered hawk near the end of the cut. While giving the rattle calls the bird would perform a bobbing display.",none,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\Audio Recordings\XC109162.wav,True,success
XC109190,Psaltriparus minimus,Psaltriparus,minimus,,American Bushtit,call,,juvenile,23.28,2012-06-29,06:05,,Rating,37.769,-106.469,3000.0,E,poor,"natural vocalizations; calls from a small flock of birds at very close range in open pinyon-juniper woodland. Most of the birds in the flock were adults, but I saw at least a few juveniles as well. The loudest bird in the cut was a bit at the top of a close juniper tree.",Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"natural vocalizations; calls from a small flock of birds at very close range in open pinyon-juniper woodland. Most of the birds in the flock were adults, but I saw at least a few juveniles as well. The loudest bird in the cut was a bit at the top of a close juniper tree.",none,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\Audio Recordings\XC109190.wav,True,success
XC109191,Psaltriparus minimus,Psaltriparus,minimus,,American Bushtit,call,,,20.05,2012-06-29,06:05,,Rating,37.769,-106.469,3000.0,E,poor,"natural vocalizations; calls from a small flock of birds at very close range in open pinyon-juniper woodland. While giving these calls the flock was moving actively through the tops of the trees, completely ignoring my presence.",Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"natural vocalizations; calls from a small flock of birds at very close range in open pinyon-juniper woodland. While giving these calls the flock was moving actively through the tops of the trees, completely ignoring my presence.",none,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\Audio Recordings\XC109191.wav,True,success
XC109192,Psaltriparus minimus,Psaltriparus,minimus,,American Bushtit,call,,,51.14,2012-06-29,06:05,,Rating,37.769,-106.469,3000.0,E,poor,"natural vocalizations; calls from a small flock of birds at very close range in open pinyon-juniper woodland. While giving these calls the flock was moving actively through the tops of the trees, completely ignoring my presence.",Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"natural vocalizations; calls from a small flock of birds at very close range in open pinyon-juniper woodland. While giving these calls the flock was moving actively through the tops of the trees, completely ignoring my presence.",none,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\Audio Recordings\XC109192.wav,True,success
XC109299,Spinus tristis,Spinus,tristis,,American Goldfinch,call,"male, female",,114.62,2012-05-14,07:00,,Rating,40.44978,-108.522902,1700.0,E,poor,natural vocalization; various call types from a female plumaged bird perched near the top of a medium-height juniper tree adjacent to a thick riparian grove.,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,natural vocalization; various call types from a female plumaged bird perched near the top of a medium-height juniper tree adjacent to a thick riparian grove.,none,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\Audio Recordings\XC109299.wav,True,success
XC109300,Spinus tristis,Spinus,tristis,,American Goldfinch,call,"male, female",,43.81,2012-05-14,07:00,,Rating,40.44978,-108.522902,1700.0,E,poor,natural vocalization; various call types from a female plumaged bird perched near the top of a medium-height juniper tree adjacent to a thick riparian grove.,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,natural vocalization; various call types from a female plumaged bird perched near the top of a medium-height juniper tree adjacent to a thick riparian grove.,none,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\Audio Recordings\XC109300.wav,True,success
XC109301,Spinus tristis,Spinus,tristis,,American Goldfinch,call,"male, female",,11.54,2012-05-14,07:00,,Rating,40.44978,-108.522902,1700.0,E,poor,natural vocalization; various call types from a female plumaged bird perched near the top of a medium-height juniper tree adjacent to a thick riparian grove.,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,natural vocalization; various call types from a female plumaged bird perched near the top of a medium-height juniper tree adjacent to a thick riparian grove.,none,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\Audio Recordings\XC109301.wav,True,success
XC109305,Pheucticus melanocephalus,Pheucticus,melanocephalus,,Black-headed Grosbeak,song,male,,40.27,2012-05-14,07:40,,Rating,40.44978,-108.522902,1700.0,E,poor,natural vocalization; song from the male of a pair moving around in sparse cottonwood trees on the edge of a large river.,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,natural vocalization; song from the male of a pair moving around in sparse cottonwood trees on the edge of a large river.,none,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\Audio Recordings\XC109305.wav,True,success
XC109306,Pheucticus melanocephalus,Pheucticus,melanocephalus,,Black-headed Grosbeak,song,male,,27.98,2012-05-14,07:40,,Rating,40.44978,-108.522902,1700.0,E,poor,natural vocalization; song from the male of a pair moving around in sparse cottonwood trees on the edge of a large river.,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,natural vocalization; song from the male of a pair moving around in sparse cottonwood trees on the edge of a large river.,none,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\Audio Recordings\XC109306.wav,True,success
XC109314,Megaceryle alcyon,Megaceryle,alcyon,,Belted Kingfisher,call,,,4.85,2012-09-04,11:00,,Rating,36.067,-83.231,300.0,E,poor,A pair seen flying up and down the tree line next to the waters edge.,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,A pair seen flying up and down the tree line next to the waters edge.,none,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\Audio Recordings\XC109314.wav,True,success
XC109601,Cyanocitta cristata,Cyanocitta,cristata,,Blue Jay,call,,,2.3,2012-09-01,07:47,,Rating,44.8298,-93.2462,220.0,E,poor,None given,Creative Commons Attribution-ShareAlike 3.0,None given,none,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\Audio Recordings\XC109601.wav,True,success
XC109602,Sayornis nigricans,Sayornis,nigricans,,Black Phoebe,song,,,79.84,2012-09-03,07:09,,Rating,37.3062,-122.0617,150.0,E,poor,Singing from high in a tree in a suburban park.,Creative Commons Attribution-ShareAlike 3.0,"Singing from high in a tree in a suburban park.
Recorded with internal microphone on Olympus LS-10S. Filtered low frequency noise.",American Crow Corvus brachyrhynchos,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\Audio Recordings\XC109602.wav,True,success
XC109603,Sayornis nigricans,Sayornis,nigricans,,Black Phoebe,call,,,43.42,2012-09-03,07:24,,Rating,37.3062,-122.0617,150.0,E,poor,Same bird as XC109602. Several different types of calls given from a fencepost along a walking path in a suburban park. Calls faster toward the end of the cut as a walker approached.,Creative Commons Attribution-ShareAlike 3.0,"Same bird as XC109602. Several different types of calls given from a fencepost along a walking path in a suburban park. Calls faster toward the end of the cut as a walker approached.
Recorded with internal microphone of Olympus LS-10S. Some low-frequency noise filtered.",American Crow Corvus brachyrhynchos,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\Audio Recordings\XC109603.wav,True,success
XC109606,Spinus tristis,Spinus,tristis,,American Goldfinch,call,,adult,60.5,2012-08-12,10:30,,Rating,35.386,-84.125,550.0,E,poor,Adult singing from exposed snag,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,Adult singing from exposed snag,Red-headed Woodpecker Melanerpes erythrocephalus,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\Audio Recordings\XC109606.wav,True,success
XC109651,Calypte anna,Calypte,anna,,Anna's Hummingbird,song,,,13.33,2012-09-03,08:02,,Rating,37.3144,-122.0632,100.0,E,poor,Display flight above a Quercus agrifolia in an open field. The loud squeak at the beginning of the cut is the mechanical sound produced by the tail feathers at the bottom of the dive.,Creative Commons Attribution-ShareAlike 3.0,Display flight above a Quercus agrifolia in an open field. The loud squeak at the beginning of the cut is the mechanical sound produced by the tail feathers at the bottom of the dive.,none,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\Audio Recordings\XC109651.wav,True,success
XC109666,Psaltriparus minimus,Psaltriparus,minimus,,American Bushtit,call,,,42.62,2012-09-05,07:42,,Rating,37.3144,-122.0632,100.0,E,poor,Calls from a foraging flock of 10-20 at relatively close range in Quercus agrifolia.,Creative Commons Attribution-ShareAlike 3.0,"Calls from a foraging flock of 10-20 at relatively close range in Quercus agrifolia.
The loud, harsh call around 0:34 is Bewick's Wren.",American Crow Corvus brachyrhynchos,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\Audio Recordings\XC109666.wav,True,success
XC109668,Thryomanes bewickii,Thryomanes,bewickii,,Bewick's Wren,song,,,10.32,2012-09-05,07:45,,Rating,37.3144,-122.0632,100.0,E,poor,Natural song from bird within a large Quercus agrifolia tree.,Creative Commons Attribution-ShareAlike 3.0,"Natural song from bird within a large Quercus agrifolia tree.
Filtered for traffic noise.",none,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\Audio Recordings\XC109668.wav,True,success
XC109768,Corvus brachyrhynchos,Corvus,brachyrhynchos,,American Crow,call,,,7.66,2012-09-09,10:00,,Rating,46.9034,-124.1301,0.0,E,poor,"natural vocalizations; calls from a flock of birds moving around a pile of driftwood along a sandy beach. The crows in this area have a murky taxonomy, but it seems generally accepted that the ones in this area are American Crows rather than Northwestern Crow.",Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"natural vocalizations; calls from a flock of birds moving around a pile of driftwood along a sandy beach. The crows in this area have a murky taxonomy, but it seems generally accepted that the ones in this area are American Crows rather than Northwestern Crow.",none,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\Audio Recordings\XC109768.wav,True,success
XC109852,Calypte anna,Calypte,anna,,Anna's Hummingbird,song,,,73.56,2012-09-09,08:36,,Rating,37.2913,-122.0845,240.0,E,poor,Singing from a perch on the side of a trail in chapparal habitat in the foothills.,Creative Commons Attribution-ShareAlike 3.0,"Singing from a perch on the side of a trail in chapparal habitat in the foothills.
I believe that the first half of the cut is from a bird on one side of the trail, and the last half of this cut is from a different bird on the other side of the trail.",California Thrasher Toxostoma redivivum,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\Audio Recordings\XC109852.wav,True,success
XC109920,Myiarchus cinerascens,Myiarchus,cinerascens,,Ash-throated Flycatcher,dawn song,,,88.96,2012-05-28,05:30,,Rating,39.396,-109.0507,1600.0,E,poor,"natural vocalization; dawn song from a bird perched in the middle of a large juniper tree, in the middle of dense pinyon-juniper forest on the slopes of a canyon.",Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"natural vocalization; dawn song from a bird perched in the middle of a large juniper tree, in the middle of dense pinyon-juniper forest on the slopes of a canyon.",none,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\Audio Recordings\XC109920.wav,True,success
XC109921,Myiarchus cinerascens,Myiarchus,cinerascens,,Ash-throated Flycatcher,call,,,11.22,2012-05-28,06:10,,Rating,39.396,-109.0507,1600.0,E,poor,"natural vocalization; calls from one of a pair, initially in flight, then perched, in pinyon-juniper forest on canyon slopes.",Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"natural vocalization; calls from one of a pair, initially in flight, then perched, in pinyon-juniper forest on canyon slopes.",none,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\Audio Recordings\XC109921.wav,True,success
XC109922,Myiarchus cinerascens,Myiarchus,cinerascens,,Ash-throated Flycatcher,call,,,2.72,2012-05-28,06:10,,Rating,39.396,-109.0507,1600.0,E,poor,"natural vocalization; calls from one of a pair, in pinyon-juniper forest on canyon slopes.",Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"natural vocalization; calls from one of a pair, in pinyon-juniper forest on canyon slopes.",none,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\Audio Recordings\XC109922.wav,True,success
XC109923,Myiarchus cinerascens,Myiarchus,cinerascens,,Ash-throated Flycatcher,call,,,19.71,2012-05-28,06:10,,Rating,39.396,-109.0507,1600.0,E,poor,"natural vocalization; calls from one of a pair, in pinyon-juniper forest on canyon slopes.",Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"natural vocalization; calls from one of a pair, in pinyon-juniper forest on canyon slopes.",none,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\Audio Recordings\XC109923.wav,True,success
XC109946,Amphispiza bilineata,Amphispiza,bilineata,,Black-throated Sparrow,song,,,62.94,2012-04-30,05:50,,Rating,39.0245,-108.629,1600.0,E,poor,natural vocalization; multiple song types from an individual in open sagebrush habitat at the bottom of a canyon covered in pinyon-juniper woodland. While singing the bird was perched on top of a tall sagebrush and remained on the same perch for the duration of the cut.,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,natural vocalization; multiple song types from an individual in open sagebrush habitat at the bottom of a canyon covered in pinyon-juniper woodland. While singing the bird was perched on top of a tall sagebrush and remained on the same perch for the duration of the cut.,none,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\Audio Recordings\XC109946.wav,True,success
XC109947,Amphispiza bilineata,Amphispiza,bilineata,,Black-throated Sparrow,call,,,6.22,2012-04-30,10:00,,Rating,39.1717,-109.0207,1400.0,E,poor,natural vocalizations; song from an individual in sparse sagebrush and greasewood flats in rough canyon country. A few high pitched calls at the end of the cut given as the bird moved off its perch on a small greasewood.,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,natural vocalizations; song from an individual in sparse sagebrush and greasewood flats in rough canyon country. A few high pitched calls at the end of the cut given as the bird moved off its perch on a small greasewood.,none,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\Audio Recordings\XC109947.wav,True,success
XC109948,Amphispiza bilineata,Amphispiza,bilineata,,Black-throated Sparrow,call,,,37.66,2012-04-30,10:20,,Rating,39.1717,-109.0207,1400.0,E,poor,natural vocalizations; calls from a pair of birds moving low through greasewood and sagebrush at the edge of pinyon-juniper woodland in rough canyon country.,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,natural vocalizations; calls from a pair of birds moving low through greasewood and sagebrush at the edge of pinyon-juniper woodland in rough canyon country.,none,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\Audio Recordings\XC109948.wav,True,success
XC109949,Amphispiza bilineata,Amphispiza,bilineata,,Black-throated Sparrow,call,,,88.63,2012-04-30,10:20,,Rating,39.1717,-109.0207,1400.0,E,poor,"natural vocalizations; calls from one of a pair of birds moving low through greasewood and sagebrush at the edge of pinyon-juniper woodland in rough canyon country. The high-pitched 'tink' calls given while the bird was hidden low in the bush, and the occasional cascade calls (in this cut only given by one bird) when it would move to a different bush.",Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"natural vocalizations; calls from one of a pair of birds moving low through greasewood and sagebrush at the edge of pinyon-juniper woodland in rough canyon country. The high-pitched 'tink' calls given while the bird was hidden low in the bush, and the occasional cascade calls (in this cut only given by one bird) when it would move to a different bush.",none,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\Audio Recordings\XC109949.wav,True,success
XC109950,Amphispiza bilineata,Amphispiza,bilineata,,Black-throated Sparrow,call,,,25.44,2012-04-30,10:20,,Rating,39.1717,-109.0207,1400.0,E,poor,"response to playback; cascade calls from a pair of birds moving low through greasewood and sagebrush. These calls given most vigorously right after one of the pair flew in to the same bush where the other was perched, a la brush-finch pair excitement calls.",Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"response to playback; cascade calls from a pair of birds moving low through greasewood and sagebrush. These calls given most vigorously right after one of the pair flew in to the same bush where the other was perched, a la brush-finch pair excitement calls.",none,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\Audio Recordings\XC109950.wav,True,success
XC109951,Amphispiza bilineata,Amphispiza,bilineata,,Black-throated Sparrow,call,,,15.63,2012-04-30,10:40,,Rating,39.1717,-109.0207,1400.0,E,poor,"natural vocalization; cascade calls from a pair of birds moving low through greasewood and sagebrush. These calls given most vigorously right after one of the pair flew in to the same bush where the other was perched, a la brush-finch pair excitement calls.",Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"natural vocalization; cascade calls from a pair of birds moving low through greasewood and sagebrush. These calls given most vigorously right after one of the pair flew in to the same bush where the other was perched, a la brush-finch pair excitement calls.",none,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\Audio Recordings\XC109951.wav,True,success
XC110078,Spatula discors,Spatula,discors,,Blue-winged Teal,call,"male, female",,46.64,2012-06-08,11:00,,Rating,48.731,-102.703,750.0,E,poor,"natural vocalization; calls from two males and a female all fighting on a small pothole. One of the males and the female seemed to be a pair, and the second male would encroach on to their part of the pothole, inducing long bouts of vigorous calling.",Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"natural vocalization; calls from two males and a female all fighting on a small pothole. One of the males and the female seemed to be a pair, and the second male would encroach on to their part of the pothole, inducing long bouts of vigorous calling.",none,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\Audio Recordings\XC110078.wav,True,success
XC110079,Spatula discors,Spatula,discors,,Blue-winged Teal,call,"male, female",,15.24,2012-06-08,11:00,,Rating,48.731,-102.703,750.0,E,poor,"natural vocalization; calls from two males and a female all fighting on a small pothole. One of the males and the female seemed to be a pair, and the second male would encroach on to their part of the pothole, inducing long bouts of vigorous calling. The males are giving the high-pitched, weezy calls, and the female the lower-pitched, more quack-like ones.",Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"natural vocalization; calls from two males and a female all fighting on a small pothole. One of the males and the female seemed to be a pair, and the second male would encroach on to their part of the pothole, inducing long bouts of vigorous calling. The males are giving the high-pitched, weezy calls, and the female the lower-pitched, more quack-like ones.",none,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\Audio Recordings\XC110079.wav,True,success
XC110080,Spatula discors,Spatula,discors,,Blue-winged Teal,call,"male, female",,29.1,2012-06-08,11:00,,Rating,48.731,-102.703,750.0,E,poor,"natural vocalization; calls from two males and a female all fighting on a small pothole. One of the males and the female seemed to be a pair, and the second male would encroach on to their part of the pothole, inducing long bouts of vigorous calling. The males are giving the high-pitched, weezy calls, and the female the lower-pitched, more quack-like ones.",Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"natural vocalization; calls from two males and a female all fighting on a small pothole. One of the males and the female seemed to be a pair, and the second male would encroach on to their part of the pothole, inducing long bouts of vigorous calling. The males are giving the high-pitched, weezy calls, and the female the lower-pitched, more quack-like ones.",none,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\Audio Recordings\XC110080.wav,True,success
XC110081,Spatula discors,Spatula,discors,,Blue-winged Teal,call,male,,52.05,2012-06-08,08:00,,Rating,48.731,-102.703,750.0,E,poor,natural vocalization; calls from a single male near the edge of a large prarie pothole.,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,natural vocalization; calls from a single male near the edge of a large prarie pothole.,Pied-billed Grebe Podilymbus podiceps,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\Audio Recordings\XC110081.wav,True,success
XC110813,Calypte anna,Calypte,anna,,Anna's Hummingbird,flight,,,3.5,2012-09-05,07:26,,Rating,37.3144,-122.0632,100.0,E,poor,Flying past me (within 5 ft) in suburban nature preserve.,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,Flying past me (within 5 ft) in suburban nature preserve.,none,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\Audio Recordings\XC110813.wav,True,success
XC111040,Anthus rubescens,Anthus,rubescens,,Buff-bellied Pipit,call,,,33.15,2012-10-13,08:12,,Rating,44.84,-93.236,220.0,E,poor,Calls from several migrating individuals foraging and chasing eachother around mudflats at the edge of typha marsh. Some noise in the background from water flowing over a beaver dam.,Creative Commons Attribution-ShareAlike 3.0,"Calls from several migrating individuals foraging and chasing eachother around mudflats at the edge of typha marsh. Some noise in the background from water flowing over a beaver dam.
Filtered low frequencies for wind and water noise.",from water flowing over a beaver dam.,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\Audio Recordings\XC111040.wav,True,success
XC111041,Anthus rubescens,Anthus,rubescens,,Buff-bellied Pipit,call,,,30.98,2012-10-13,08:12,,Rating,44.84,-93.236,220.0,E,poor,Calls from several migrating individuals foraging and chasing eachother around mudflats at the edge of typha marsh. Some noise in the background from water flowing over a beaver dam.,Creative Commons Attribution-ShareAlike 3.0,"Calls from several migrating individuals foraging and chasing eachother around mudflats at the edge of typha marsh. Some noise in the background from water flowing over a beaver dam.
One interval shortened at the end of cut. Filtered low frequencies for wind and water noise.",from water flowing over a beaver dam.,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\Audio Recordings\XC111041.wav,True,success
XC111042,Anthus rubescens,Anthus,rubescens,,Buff-bellied Pipit,call,,,27.32,2012-10-13,08:15,,Rating,44.84,-93.236,220.0,E,poor,Calls from several migrating individuals foraging and chasing eachother around mudflats at the edge of typha marsh. Some noise in the background from water flowing over a beaver dam.,Creative Commons Attribution-ShareAlike 3.0,"Calls from several migrating individuals foraging and chasing eachother around mudflats at the edge of typha marsh. Some noise in the background from water flowing over a beaver dam.
Filtered low frequencies for wind and water noise.",from water flowing over a beaver dam.,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\Audio Recordings\XC111042.wav,True,success
XC111043,Anthus rubescens,Anthus,rubescens,,Buff-bellied Pipit,call,,,37.74,2012-10-13,08:21,,Rating,44.84,-93.236,220.0,E,poor,Calls from several migrating individuals foraging and chasing eachother around mudflats at the edge of typha marsh. Some noise in the background from water flowing over a beaver dam.,Creative Commons Attribution-ShareAlike 3.0,"Calls from several migrating individuals foraging and chasing eachother around mudflats at the edge of typha marsh. Some noise in the background from water flowing over a beaver dam.
Filtered low frequencies for wind and water noise.",from water flowing over a beaver dam.,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\Audio Recordings\XC111043.wav,True,success
XC111138,Toxostoma rufum,Toxostoma,rufum,,Brown Thrasher,alarm,,,13.46,2012-09-23,07:30,,Rating,35.7143,-83.8427,600.0,E,poor,None given,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,None given,none,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\Audio Recordings\XC111138.wav,True,success
