recording_id,scientific_name,genus,species,subspecies,english_name,call_type,sex,life_stage,duration_seconds,date,time,country,location,latitude,longitude,altitude,quality,quality_flag,description,license,remarks,background_species,local_file_path,file_exists,status,issue_no_species,issue_no_english_name,issue_no_audio_file,issue_no_duration,issue_no_date,issue_no_time,issue_no_country,issue_no_latitude,issue_no_longitude,issue_no_coordinates,issue_no_quality,issue_scrape_failed,has_critical_issue,has_any_issue,issue_count
104521,Euphagus cyanocephalus,Euphagus,cyanocephalus,,Brewer's Blackbird,,,,8.29,,52,,,43.6405,,,,unknown,,,,,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XC104521.wav,True,success,False,False,False,False,True,False,True,False,True,True,True,False,False,True,5
109162,Cyanocitta cristata,Cyanocitta,cristata,,Blue Jay,,,,84.93,,30,,,26.028,,,,unknown,,,,,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XC109162.wav,True,success,False,False,False,False,True,False,True,False,True,True,True,False,False,True,5
109190,Psaltriparus minimus plumbeus,Psaltriparus,minimus,plumbeus,American Bushtit,,,,23.28,,05,,,37.769,,,,unknown,,,,,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XC109190.wav,True,success,False,False,False,False,True,False,True,False,True,True,True,False,False,True,5
109191,Psaltriparus minimus plumbeus,Psaltriparus,minimus,plumbeus,American Bushtit,,,,20.05,,05,,,37.769,,,,unknown,,,,,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XC109191.wav,True,success,False,False,False,False,True,False,True,False,True,True,True,False,False,True,5
109192,Psaltriparus minimus plumbeus,Psaltriparus,minimus,plumbeus,American Bushtit,,,,51.14,,05,,,37.769,,,,unknown,,,,,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XC109192.wav,True,success,False,False,False,False,True,False,True,False,True,True,True,False,False,True,5
109299,Spinus tristis,Spinus,tristis,,American Goldfinch,,,,114.62,,00,,,40.44978,,,,unknown,,,,,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XC109299.wav,True,success,False,False,False,False,True,False,True,False,True,True,True,False,False,True,5
109300,Spinus tristis,Spinus,tristis,,American Goldfinch,,,,43.81,,00,,,40.44978,,,,unknown,,,,,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XC109300.wav,True,success,False,False,False,False,True,False,True,False,True,True,True,False,False,True,5
109301,Spinus tristis,Spinus,tristis,,American Goldfinch,,,,11.54,,00,,,40.44978,,,,unknown,,,,,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XC109301.wav,True,success,False,False,False,False,True,False,True,False,True,True,True,False,False,True,5
109305,Pheucticus melanocephalus,Pheucticus,melanocephalus,,Black-headed Grosbeak,,,,40.27,,40,,,40.44978,,,,unknown,,,,,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XC109305.wav,True,success,False,False,False,False,True,False,True,False,True,True,True,False,False,True,5
109306,Pheucticus melanocephalus,Pheucticus,melanocephalus,,Black-headed Grosbeak,,,,27.98,,40,,,40.44978,,,,unknown,,,,,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XC109306.wav,True,success,False,False,False,False,True,False,True,False,True,True,True,False,False,True,5
109314,Megaceryle alcyon,Megaceryle,alcyon,,Belted Kingfisher,,,,4.85,,00,,,36.067,,,,unknown,,,,,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XC109314.wav,True,success,False,False,False,False,True,False,True,False,True,True,True,False,False,True,5
109601,Cyanocitta cristata,Cyanocitta,cristata,,Blue Jay,,,,2.3,,47,,,44.8298,,,,unknown,,,,,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XC109601.wav,True,success,False,False,False,False,True,False,True,False,True,True,True,False,False,True,5
109602,Sayornis nigricans,Sayornis,nigricans,,Black Phoebe,,,,79.84,,09,,,37.3062,,,,unknown,,,,,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XC109602.wav,True,success,False,False,False,False,True,False,True,False,True,True,True,False,False,True,5
109603,Sayornis nigricans,Sayornis,nigricans,,Black Phoebe,,,,43.42,,24,,,37.3062,,,,unknown,,,,,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XC109603.wav,True,success,False,False,False,False,True,False,True,False,True,True,True,False,False,True,5
109606,Spinus tristis tristis,Spinus,tristis,tristis,American Goldfinch,,,,60.5,,30,,,35.386,,,,unknown,,,,,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XC109606.wav,True,success,False,False,False,False,True,False,True,False,True,True,True,False,False,True,5
109651,Calypte anna,Calypte,anna,,Anna's Hummingbird,,,,13.33,,02,,,37.3144,,,,unknown,,,,,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XC109651.wav,True,success,False,False,False,False,True,False,True,False,True,True,True,False,False,True,5
109666,Psaltriparus minimus,Psaltriparus,minimus,,American Bushtit,,,,42.62,,42,,,37.3144,,,,unknown,,,,,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XC109666.wav,True,success,False,False,False,False,True,False,True,False,True,True,True,False,False,True,5
109668,Thryomanes bewickii,Thryomanes,bewickii,,Bewick's Wren,,,,10.32,,45,,,37.3144,,,,unknown,,,,,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XC109668.wav,True,success,False,False,False,False,True,False,True,False,True,True,True,False,False,True,5
109768,Corvus brachyrhynchos,Corvus,brachyrhynchos,,American Crow,,,,7.66,,00,,,46.9034,,,,unknown,,,,,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XC109768.wav,True,success,False,False,False,False,True,False,True,False,True,True,True,False,False,True,5
109852,Calypte anna,Calypte,anna,,Anna's Hummingbird,,,,73.56,,36,,,37.2913,,,,unknown,,,,,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XC109852.wav,True,success,False,False,False,False,True,False,True,False,True,True,True,False,False,True,5
109920,Myiarchus cinerascens,Myiarchus,cinerascens,,Ash-throated Flycatcher,,,,88.96,,30,,,39.396,,,,unknown,,,,,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XC109920.wav,True,success,False,False,False,False,True,False,True,False,True,True,True,False,False,True,5
109921,Myiarchus cinerascens,Myiarchus,cinerascens,,Ash-throated Flycatcher,,,,11.22,,10,,,39.396,,,,unknown,,,,,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XC109921.wav,True,success,False,False,False,False,True,False,True,False,True,True,True,False,False,True,5
109922,Myiarchus cinerascens,Myiarchus,cinerascens,,Ash-throated Flycatcher,,,,2.72,,10,,,39.396,,,,unknown,,,,,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XC109922.wav,True,success,False,False,False,False,True,False,True,False,True,True,True,False,False,True,5
109923,Myiarchus cinerascens,Myiarchus,cinerascens,,Ash-throated Flycatcher,,,,19.71,,10,,,39.396,,,,unknown,,,,,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XC109923.wav,True,success,False,False,False,False,True,False,True,False,True,True,True,False,False,True,5
109946,Amphispiza bilineata deserticola,Amphispiza,bilineata,deserticola,Black-throated Sparrow,,,,62.94,,50,,,39.0245,,,,unknown,,,,,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XC109946.wav,True,success,False,False,False,False,True,False,True,False,True,True,True,False,False,True,5
109947,Amphispiza bilineata deserticola,Amphispiza,bilineata,deserticola,Black-throated Sparrow,,,,6.22,,00,,,39.1717,,,,unknown,,,,,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XC109947.wav,True,success,False,False,False,False,True,False,True,False,True,True,True,False,False,True,5
109948,Amphispiza bilineata deserticola,Amphispiza,bilineata,deserticola,Black-throated Sparrow,,,,37.66,,20,,,39.1717,,,,unknown,,,,,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XC109948.wav,True,success,False,False,False,False,True,False,True,False,True,True,True,False,False,True,5
109949,Amphispiza bilineata deserticola,Amphispiza,bilineata,deserticola,Black-throated Sparrow,,,,88.63,,20,,,39.1717,,,,unknown,,,,,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XC109949.wav,True,success,False,False,False,False,True,False,True,False,True,True,True,False,False,True,5
109950,Amphispiza bilineata deserticola,Amphispiza,bilineata,deserticola,Black-throated Sparrow,,,,25.44,,20,,,39.1717,,,,unknown,,,,,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XC109950.wav,True,success,False,False,False,False,True,False,True,False,True,True,True,False,False,True,5
109951,Amphispiza bilineata deserticola,Amphispiza,bilineata,deserticola,Black-throated Sparrow,,,,15.63,,40,,,39.1717,,,,unknown,,,,,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XC109951.wav,True,success,False,False,False,False,True,False,True,False,True,True,True,False,False,True,5
110078,Spatula discors,Spatula,discors,,Blue-winged Teal,,,,46.64,,00,,,48.731,,,,unknown,,,,,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XC110078.wav,True,success,False,False,False,False,True,False,True,False,True,True,True,False,False,True,5
110079,Spatula discors,Spatula,discors,,Blue-winged Teal,,,,15.24,,00,,,48.731,,,,unknown,,,,,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XC110079.wav,True,success,False,False,False,False,True,False,True,False,True,True,True,False,False,True,5
110080,Spatula discors,Spatula,discors,,Blue-winged Teal,,,,29.1,,00,,,48.731,,,,unknown,,,,,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XC110080.wav,True,success,False,False,False,False,True,False,True,False,True,True,True,False,False,True,5
110081,Spatula discors,Spatula,discors,,Blue-winged Teal,,,,52.05,,00,,,48.731,,,,unknown,,,,,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XC110081.wav,True,success,False,False,False,False,True,False,True,False,True,True,True,False,False,True,5
110813,Calypte anna,Calypte,anna,,Anna's Hummingbird,,,,3.5,,26,,,37.3144,,,,unknown,,,,,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XC110813.wav,True,success,False,False,False,False,True,False,True,False,True,True,True,False,False,True,5
111040,Anthus rubescens,Anthus,rubescens,,Buff-bellied Pipit,,,,33.15,,12,,,44.84,,,,unknown,,,,,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XC111040.wav,True,success,False,False,False,False,True,False,True,False,True,True,True,False,False,True,5
111041,Anthus rubescens,Anthus,rubescens,,Buff-bellied Pipit,,,,30.98,,12,,,44.84,,,,unknown,,,,,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XC111041.wav,True,success,False,False,False,False,True,False,True,False,True,True,True,False,False,True,5
111042,Anthus rubescens,Anthus,rubescens,,Buff-bellied Pipit,,,,27.32,,15,,,44.84,,,,unknown,,,,,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XC111042.wav,True,success,False,False,False,False,True,False,True,False,True,True,True,False,False,True,5
111043,Anthus rubescens,Anthus,rubescens,,Buff-bellied Pipit,,,,37.74,,21,,,44.84,,,,unknown,,,,,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XC111043.wav,True,success,False,False,False,False,True,False,True,False,True,True,True,False,False,True,5
111138,Toxostoma rufum,Toxostoma,rufum,,Brown Thrasher,,,,13.46,,30,,,35.7143,,,,unknown,,,,,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XC111138.wav,True,success,False,False,False,False,True,False,True,False,True,True,True,False,False,True,5
111139,Toxostoma rufum rufum,Toxostoma,rufum,rufum,Brown Thrasher,,,,14.54,,30,,,35.9439,,,,unknown,,,,,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XC111139.wav,True,success,False,False,False,False,True,False,True,False,True,True,True,False,False,True,5
112499,Passerina caerulea caerulea,Passerina,caerulea,caerulea,Blue Grosbeak,,,,7.38,,39,,,33.249,,,,unknown,,,,,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XC112499.wav,True,success,False,False,False,False,True,False,True,False,True,True,True,False,False,True,5
112501,Dolichonyx oryzivorus,Dolichonyx,oryzivorus,,Bobolink,,,,30.61,,20,,,33.3847,,,,unknown,,,,,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XC112501.wav,True,success,False,False,False,False,True,False,True,False,True,True,True,False,False,True,5
112502,Toxostoma rufum,Toxostoma,rufum,,Brown Thrasher,,,,31.2,,48,,,33.3198,,,,unknown,,,,,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XC112502.wav,True,success,False,False,False,False,True,False,True,False,True,True,True,False,False,True,5
112579,Passerina caerulea,Passerina,caerulea,,Blue Grosbeak,,,,13.72,,30,,,34.9224,,,,unknown,,,,,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XC112579.wav,True,success,False,False,False,False,True,False,True,False,True,True,True,False,False,True,5
112598,Corvus brachyrhynchos,Corvus,brachyrhynchos,,American Crow,,,,107.12,,30,,,44.942,,,,unknown,,,,,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XC112598.wav,True,success,False,False,False,False,True,False,True,False,True,True,True,False,False,True,5
112829,Corvus brachyrhynchos,Corvus,brachyrhynchos,,American Crow,,,,36.03,,54,,,44.942,,,,unknown,,,,,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XC112829.wav,True,success,False,False,False,False,True,False,True,False,True,True,True,False,False,True,5
113485,Archilochus alexandri,Archilochus,alexandri,,Black-chinned Hummingbird,,,,4.61,,00,,,31.5,,,,unknown,,,,,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XC113485.wav,True,success,False,False,False,False,True,False,True,False,True,True,True,False,False,True,5
113486,Archilochus alexandri,Archilochus,alexandri,,Black-chinned Hummingbird,,,,23.95,,30,,,31.5,,,,unknown,,,,,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XC113486.wav,True,success,False,False,False,False,True,False,True,False,True,True,True,False,False,True,5
113721,Anthus rubescens,Anthus,rubescens,,Buff-bellied Pipit,,,,19.59,,30,,,55.5862,,,,unknown,,,,,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XC113721.wav,True,success,False,False,False,False,True,False,True,False,True,True,True,False,False,True,5
113723,Anthus rubescens,Anthus,rubescens,,Buff-bellied Pipit,,,,14.58,,30,,,55.5862,,,,unknown,,,,,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XC113723.wav,True,success,False,False,False,False,True,False,True,False,True,True,True,False,False,True,5
11476,Icterus galbula,Icterus,galbula,,Baltimore Oriole,,,,1.39,,,,,42.5759,,,,unknown,,,,,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XC11476.wav,True,success,False,False,False,False,True,True,True,False,True,True,True,False,False,True,6
11722,Amphispiza bilineata,Amphispiza,bilineata,,Black-throated Sparrow,,,,11.33,,00,,,28.8434,,,,unknown,,,,,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XC11722.wav,True,success,False,False,False,False,True,False,True,False,True,True,True,False,False,True,5
11847,Megaceryle alcyon,Megaceryle,alcyon,,Belted Kingfisher,,,,12.95,,,,,42.1059,,,,unknown,,,,,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XC11847.wav,True,success,False,False,False,False,True,True,True,False,True,True,True,False,False,True,6
16111,Falco sparverius,Falco,sparverius,,American Kestrel,,,,7.09,,40,,"Sivingani, Ayopaya range",-16.9334,,,,unknown,,,,,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XC16111.wav,True,success,False,False,False,False,True,False,True,False,True,True,True,False,False,True,5
16305,Calidris bairdii,Calidris,bairdii,,Baird's Sandpiper,,,,12.32,,,,Laguna de Pozuelo,-22.4203,,,,unknown,,,,,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XC16305.wav,True,success,False,False,False,False,True,True,True,False,True,True,True,False,False,True,6
16891,Spizelloides arborea,Spizelloides,arborea,,American Tree Sparrow,,,,9.41,,,,,42.5053,,,,unknown,,,,,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XC16891.wav,True,success,False,False,False,False,True,True,True,False,True,True,True,False,False,True,6
16892,Spizelloides arborea,Spizelloides,arborea,,American Tree Sparrow,,,,17.47,,,,,42.5053,,,,unknown,,,,,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XC16892.wav,True,success,False,False,False,False,True,True,True,False,True,True,True,False,False,True,6
16893,Spizelloides arborea,Spizelloides,arborea,,American Tree Sparrow,,,,32.4,,,,,42.5759,,,,unknown,,,,,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XC16893.wav,True,success,False,False,False,False,True,True,True,False,True,True,True,False,False,True,6
16897,Cyanocitta cristata,Cyanocitta,cristata,,Blue Jay,,,,9.41,,,,,42.4042,,,,unknown,,,,,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XC16897.wav,True,success,False,False,False,False,True,True,True,False,True,True,True,False,False,True,6
16900,Poecile atricapillus,Poecile,atricapillus,,Black-capped Chickadee,,,,21.87,,,,,42.33226,,,,unknown,,,,,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XC16900.wav,True,success,False,False,False,False,True,True,True,False,True,True,True,False,False,True,6
16908,Spizelloides arborea,Spizelloides,arborea,,American Tree Sparrow,,,,22.2,,,,,42.1059,,,,unknown,,,,,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XC16908.wav,True,success,False,False,False,False,True,True,True,False,True,True,True,False,False,True,6
16917,Spatula discors,Spatula,discors,,Blue-winged Teal,,,,20.05,,,,,42.5759,,,,unknown,,,,,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XC16917.wav,True,success,False,False,False,False,True,True,True,False,True,True,True,False,False,True,6
16924,Molothrus ater,Molothrus,ater,,Brown-headed Cowbird,,,,2.9,,,,,42.0778,,,,unknown,,,,,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XC16924.wav,True,success,False,False,False,False,True,True,True,False,True,True,True,False,False,True,6
16925,Molothrus ater,Molothrus,ater,,Brown-headed Cowbird,,,,3.47,,,,,42.0778,,,,unknown,,,,,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XC16925.wav,True,success,False,False,False,False,True,True,True,False,True,True,True,False,False,True,6
16967,Empidonax alnorum,Empidonax,alnorum,,Alder Flycatcher,,,,23.82,,,,,43.0501,,,,unknown,,,,,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XC16967.wav,True,success,False,False,False,False,True,True,True,False,True,True,True,False,False,True,6
16971,Icterus galbula,Icterus,galbula,,Baltimore Oriole,,,,13.72,,,,,41.93338,,,,unknown,,,,,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XC16971.wav,True,success,False,False,False,False,True,True,True,False,True,True,True,False,False,True,6
16991,Vermivora cyanoptera,Vermivora,cyanoptera,,Blue-winged Warbler,,,,41.5,,,,,43.0501,,,,unknown,,,,,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XC16991.wav,True,success,False,False,False,False,True,True,True,False,True,True,True,False,False,True,6
16992,Vermivora cyanoptera,Vermivora,cyanoptera,,Blue-winged Warbler,,,,11.17,,,,,43.0501,,,,unknown,,,,,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XC16992.wav,True,success,False,False,False,False,True,True,True,False,True,True,True,False,False,True,6
17094,Poecile atricapillus,Poecile,atricapillus,,Black-capped Chickadee,,,,5.2,,,,,42.42615,,,,unknown,,,,,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XC17094.wav,True,success,False,False,False,False,True,True,True,False,True,True,True,False,False,True,6
17100,Setophaga ruticilla,Setophaga,ruticilla,,American Redstart,,,,0.59,,,,,42.42615,,,,unknown,,,,,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XC17100.wav,True,success,False,False,False,False,True,True,True,False,True,True,True,False,False,True,6
17105,Vireo solitarius,Vireo,solitarius,,Blue-headed Vireo,,,,19.93,,,,,42.4042,,,,unknown,,,,,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XC17105.wav,True,success,False,False,False,False,True,True,True,False,True,True,True,False,False,True,6
17120,Spinus tristis,Spinus,tristis,,American Goldfinch,,,,38.19,,,,,42.36142,,,,unknown,,,,,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XC17120.wav,True,success,False,False,False,False,True,True,True,False,True,True,True,False,False,True,6
2467,Calidris bairdii,Calidris,bairdii,,Baird's Sandpiper,,,,2.91,,00,,,-19.3626,,,,unknown,,,,,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XC2467.wav,True,success,False,False,False,False,True,False,True,False,True,True,True,False,False,True,5
2476,Calidris bairdii,Calidris,bairdii,,Baird's Sandpiper,,,,17.55,,00,,,-22.2001,,,,unknown,,,,,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XC2476.wav,True,success,False,False,False,False,True,False,True,False,True,True,True,False,False,True,5
2628,Empidonax alnorum,Empidonax,alnorum,,Alder Flycatcher,,,,15.26,,30,,,-19.5501,,,,unknown,,,,,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XC2628.wav,True,success,False,False,False,False,True,False,True,False,True,True,True,False,False,True,5
27277,Riparia riparia,Riparia,riparia,,Sand Martin,,,,91.66,,,,,58.4564,,,,unknown,,,,,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XC27277.wav,True,success,False,False,False,False,True,True,True,False,True,True,True,False,False,True,6
