chunk_file,recording_id,species,english_name,label_id
XC109162_chunk_029.wav,109162,Cyanocitta cristata,Blue Jay,13
XC109162_chunk_030.wav,109162,Cyanocitta cristata,Blue Jay,13
XC109162_chunk_031.wav,109162,Cyanocitta cristata,Blue Jay,13
XC109162_chunk_032.wav,109162,Cyanocitta cristata,Blue Jay,13
XC109162_chunk_033.wav,109162,Cyanocitta cristata,Blue Jay,13
XC109190_chunk_001.wav,109190,Psaltriparus minimus,American Bushtit,32
XC109190_chunk_002.wav,109190,Psaltriparus minimus,American Bushtit,32
XC109190_chunk_003.wav,109190,Psaltriparus minimus,American Bushtit,32
XC109190_chunk_004.wav,109190,Psaltriparus minimus,American Bushtit,32
XC109190_chunk_005.wav,109190,Psaltriparus minimus,American Bushtit,32
XC109190_chunk_006.wav,109190,Psaltriparus minimus,American Bushtit,32
XC109190_chunk_007.wav,109190,Psaltriparus minimus,American Bushtit,32
XC109190_chunk_008.wav,109190,Psaltriparus minimus,American Bushtit,32
XC109190_chunk_009.wav,109190,Psaltriparus minimus,American Bushtit,32
XC109191_chunk_001.wav,109191,Psaltriparus minimus,American Bushtit,32
XC109191_chunk_002.wav,109191,Psaltriparus minimus,American Bushtit,32
XC109191_chunk_003.wav,109191,Psaltriparus minimus,American Bushtit,32
XC109191_chunk_004.wav,109191,Psaltriparus minimus,American Bushtit,32
XC109191_chunk_005.wav,109191,Psaltriparus minimus,American Bushtit,32
XC109191_chunk_006.wav,109191,Psaltriparus minimus,American Bushtit,32
XC109191_chunk_007.wav,109191,Psaltriparus minimus,American Bushtit,32
XC109191_chunk_008.wav,109191,Psaltriparus minimus,American Bushtit,32
XC109192_chunk_001.wav,109192,Psaltriparus minimus,American Bushtit,32
XC109192_chunk_002.wav,109192,Psaltriparus minimus,American Bushtit,32
XC109192_chunk_003.wav,109192,Psaltriparus minimus,American Bushtit,32
XC109192_chunk_004.wav,109192,Psaltriparus minimus,American Bushtit,32
XC109192_chunk_005.wav,109192,Psaltriparus minimus,American Bushtit,32
XC109192_chunk_006.wav,109192,Psaltriparus minimus,American Bushtit,32
XC109192_chunk_007.wav,109192,Psaltriparus minimus,American Bushtit,32
XC109192_chunk_008.wav,109192,Psaltriparus minimus,American Bushtit,32
XC109192_chunk_009.wav,109192,Psaltriparus minimus,American Bushtit,32
XC109192_chunk_010.wav,109192,Psaltriparus minimus,American Bushtit,32
XC109192_chunk_011.wav,109192,Psaltriparus minimus,American Bushtit,32
XC109192_chunk_012.wav,109192,Psaltriparus minimus,American Bushtit,32
XC109192_chunk_013.wav,109192,Psaltriparus minimus,American Bushtit,32
XC109192_chunk_014.wav,109192,Psaltriparus minimus,American Bushtit,32
XC109192_chunk_015.wav,109192,Psaltriparus minimus,American Bushtit,32
XC109192_chunk_016.wav,109192,Psaltriparus minimus,American Bushtit,32
XC109192_chunk_017.wav,109192,Psaltriparus minimus,American Bushtit,32
XC109192_chunk_018.wav,109192,Psaltriparus minimus,American Bushtit,32
XC109192_chunk_019.wav,109192,Psaltriparus minimus,American Bushtit,32
XC109192_chunk_020.wav,109192,Psaltriparus minimus,American Bushtit,32
XC109299_chunk_001.wav,109299,Spinus tristis,American Goldfinch,45
XC109299_chunk_002.wav,109299,Spinus tristis,American Goldfinch,45
XC109299_chunk_003.wav,109299,Spinus tristis,American Goldfinch,45
XC109299_chunk_004.wav,109299,Spinus tristis,American Goldfinch,45
XC109299_chunk_005.wav,109299,Spinus tristis,American Goldfinch,45
XC109299_chunk_006.wav,109299,Spinus tristis,American Goldfinch,45
XC109299_chunk_007.wav,109299,Spinus tristis,American Goldfinch,45
XC109299_chunk_008.wav,109299,Spinus tristis,American Goldfinch,45
XC109299_chunk_009.wav,109299,Spinus tristis,American Goldfinch,45
XC109299_chunk_010.wav,109299,Spinus tristis,American Goldfinch,45
XC109299_chunk_011.wav,109299,Spinus tristis,American Goldfinch,45
XC109299_chunk_012.wav,109299,Spinus tristis,American Goldfinch,45
XC109299_chunk_013.wav,109299,Spinus tristis,American Goldfinch,45
XC109299_chunk_014.wav,109299,Spinus tristis,American Goldfinch,45
XC109299_chunk_015.wav,109299,Spinus tristis,American Goldfinch,45
XC109299_chunk_016.wav,109299,Spinus tristis,American Goldfinch,45
XC109299_chunk_017.wav,109299,Spinus tristis,American Goldfinch,45
XC109299_chunk_018.wav,109299,Spinus tristis,American Goldfinch,45
XC109299_chunk_019.wav,109299,Spinus tristis,American Goldfinch,45
XC109299_chunk_020.wav,109299,Spinus tristis,American Goldfinch,45
XC109299_chunk_021.wav,109299,Spinus tristis,American Goldfinch,45
XC109299_chunk_022.wav,109299,Spinus tristis,American Goldfinch,45
XC109299_chunk_023.wav,109299,Spinus tristis,American Goldfinch,45
XC109299_chunk_024.wav,109299,Spinus tristis,American Goldfinch,45
XC109299_chunk_025.wav,109299,Spinus tristis,American Goldfinch,45
XC109299_chunk_026.wav,109299,Spinus tristis,American Goldfinch,45
XC109299_chunk_027.wav,109299,Spinus tristis,American Goldfinch,45
XC109299_chunk_028.wav,109299,Spinus tristis,American Goldfinch,45
XC109299_chunk_029.wav,109299,Spinus tristis,American Goldfinch,45
XC109299_chunk_030.wav,109299,Spinus tristis,American Goldfinch,45
XC109299_chunk_031.wav,109299,Spinus tristis,American Goldfinch,45
XC109299_chunk_032.wav,109299,Spinus tristis,American Goldfinch,45
XC109299_chunk_033.wav,109299,Spinus tristis,American Goldfinch,45
XC109299_chunk_034.wav,109299,Spinus tristis,American Goldfinch,45
XC109299_chunk_035.wav,109299,Spinus tristis,American Goldfinch,45
XC109299_chunk_036.wav,109299,Spinus tristis,American Goldfinch,45
XC109299_chunk_037.wav,109299,Spinus tristis,American Goldfinch,45
XC109299_chunk_038.wav,109299,Spinus tristis,American Goldfinch,45
XC109299_chunk_039.wav,109299,Spinus tristis,American Goldfinch,45
XC109299_chunk_040.wav,109299,Spinus tristis,American Goldfinch,45
XC109299_chunk_041.wav,109299,Spinus tristis,American Goldfinch,45
XC109299_chunk_042.wav,109299,Spinus tristis,American Goldfinch,45
XC109299_chunk_043.wav,109299,Spinus tristis,American Goldfinch,45
XC109299_chunk_044.wav,109299,Spinus tristis,American Goldfinch,45
XC109299_chunk_045.wav,109299,Spinus tristis,American Goldfinch,45
XC109300_chunk_001.wav,109300,Spinus tristis,American Goldfinch,45
XC109300_chunk_002.wav,109300,Spinus tristis,American Goldfinch,45
XC109300_chunk_003.wav,109300,Spinus tristis,American Goldfinch,45
XC109300_chunk_004.wav,109300,Spinus tristis,American Goldfinch,45
XC109300_chunk_005.wav,109300,Spinus tristis,American Goldfinch,45
XC109300_chunk_006.wav,109300,Spinus tristis,American Goldfinch,45
XC109300_chunk_007.wav,109300,Spinus tristis,American Goldfinch,45
XC109300_chunk_008.wav,109300,Spinus tristis,American Goldfinch,45
XC109300_chunk_009.wav,109300,Spinus tristis,American Goldfinch,45
XC109300_chunk_010.wav,109300,Spinus tristis,American Goldfinch,45
XC109300_chunk_011.wav,109300,Spinus tristis,American Goldfinch,45
XC109300_chunk_012.wav,109300,Spinus tristis,American Goldfinch,45
XC109300_chunk_013.wav,109300,Spinus tristis,American Goldfinch,45
XC109300_chunk_014.wav,109300,Spinus tristis,American Goldfinch,45
XC109300_chunk_015.wav,109300,Spinus tristis,American Goldfinch,45
XC109300_chunk_016.wav,109300,Spinus tristis,American Goldfinch,45
XC109300_chunk_017.wav,109300,Spinus tristis,American Goldfinch,45
XC109301_chunk_001.wav,109301,Spinus tristis,American Goldfinch,45
XC109301_chunk_002.wav,109301,Spinus tristis,American Goldfinch,45
XC109301_chunk_003.wav,109301,Spinus tristis,American Goldfinch,45
XC109301_chunk_004.wav,109301,Spinus tristis,American Goldfinch,45
XC109305_chunk_001.wav,109305,Pheucticus melanocephalus,Black-headed Grosbeak,28
XC109305_chunk_002.wav,109305,Pheucticus melanocephalus,Black-headed Grosbeak,28
XC109305_chunk_003.wav,109305,Pheucticus melanocephalus,Black-headed Grosbeak,28
XC109305_chunk_004.wav,109305,Pheucticus melanocephalus,Black-headed Grosbeak,28
XC109305_chunk_005.wav,109305,Pheucticus melanocephalus,Black-headed Grosbeak,28
XC109305_chunk_006.wav,109305,Pheucticus melanocephalus,Black-headed Grosbeak,28
XC109305_chunk_007.wav,109305,Pheucticus melanocephalus,Black-headed Grosbeak,28
XC109305_chunk_008.wav,109305,Pheucticus melanocephalus,Black-headed Grosbeak,28
XC109305_chunk_009.wav,109305,Pheucticus melanocephalus,Black-headed Grosbeak,28
XC109305_chunk_010.wav,109305,Pheucticus melanocephalus,Black-headed Grosbeak,28
XC109305_chunk_011.wav,109305,Pheucticus melanocephalus,Black-headed Grosbeak,28
XC109305_chunk_012.wav,109305,Pheucticus melanocephalus,Black-headed Grosbeak,28
XC109305_chunk_013.wav,109305,Pheucticus melanocephalus,Black-headed Grosbeak,28
XC109305_chunk_014.wav,109305,Pheucticus melanocephalus,Black-headed Grosbeak,28
XC109305_chunk_015.wav,109305,Pheucticus melanocephalus,Black-headed Grosbeak,28
XC109305_chunk_016.wav,109305,Pheucticus melanocephalus,Black-headed Grosbeak,28
XC109306_chunk_001.wav,109306,Pheucticus melanocephalus,Black-headed Grosbeak,28
XC109306_chunk_002.wav,109306,Pheucticus melanocephalus,Black-headed Grosbeak,28
XC109306_chunk_003.wav,109306,Pheucticus melanocephalus,Black-headed Grosbeak,28
XC109306_chunk_004.wav,109306,Pheucticus melanocephalus,Black-headed Grosbeak,28
XC109306_chunk_005.wav,109306,Pheucticus melanocephalus,Black-headed Grosbeak,28
XC109306_chunk_006.wav,109306,Pheucticus melanocephalus,Black-headed Grosbeak,28
XC109306_chunk_007.wav,109306,Pheucticus melanocephalus,Black-headed Grosbeak,28
XC109306_chunk_008.wav,109306,Pheucticus melanocephalus,Black-headed Grosbeak,28
XC109306_chunk_009.wav,109306,Pheucticus melanocephalus,Black-headed Grosbeak,28
XC109306_chunk_010.wav,109306,Pheucticus melanocephalus,Black-headed Grosbeak,28
XC109306_chunk_011.wav,109306,Pheucticus melanocephalus,Black-headed Grosbeak,28
XC109314_chunk_001.wav,109314,Megaceryle alcyon,Belted Kingfisher,23
XC109601_chunk_001.wav,109601,Cyanocitta cristata,Blue Jay,13
XC109602_chunk_001.wav,109602,Sayornis nigricans,Black Phoebe,35
XC109602_chunk_002.wav,109602,Sayornis nigricans,Black Phoebe,35
XC109602_chunk_003.wav,109602,Sayornis nigricans,Black Phoebe,35
XC109602_chunk_004.wav,109602,Sayornis nigricans,Black Phoebe,35
XC109602_chunk_005.wav,109602,Sayornis nigricans,Black Phoebe,35
XC109602_chunk_006.wav,109602,Sayornis nigricans,Black Phoebe,35
XC109602_chunk_007.wav,109602,Sayornis nigricans,Black Phoebe,35
XC109602_chunk_008.wav,109602,Sayornis nigricans,Black Phoebe,35
XC109602_chunk_009.wav,109602,Sayornis nigricans,Black Phoebe,35
XC109602_chunk_010.wav,109602,Sayornis nigricans,Black Phoebe,35
XC109602_chunk_011.wav,109602,Sayornis nigricans,Black Phoebe,35
XC109602_chunk_012.wav,109602,Sayornis nigricans,Black Phoebe,35
XC109602_chunk_013.wav,109602,Sayornis nigricans,Black Phoebe,35
XC109602_chunk_014.wav,109602,Sayornis nigricans,Black Phoebe,35
XC109602_chunk_015.wav,109602,Sayornis nigricans,Black Phoebe,35
XC109602_chunk_016.wav,109602,Sayornis nigricans,Black Phoebe,35
XC109602_chunk_017.wav,109602,Sayornis nigricans,Black Phoebe,35
XC109602_chunk_018.wav,109602,Sayornis nigricans,Black Phoebe,35
XC109602_chunk_019.wav,109602,Sayornis nigricans,Black Phoebe,35
XC109602_chunk_020.wav,109602,Sayornis nigricans,Black Phoebe,35
XC109602_chunk_021.wav,109602,Sayornis nigricans,Black Phoebe,35
XC109602_chunk_022.wav,109602,Sayornis nigricans,Black Phoebe,35
XC109602_chunk_023.wav,109602,Sayornis nigricans,Black Phoebe,35
XC109602_chunk_024.wav,109602,Sayornis nigricans,Black Phoebe,35
XC109602_chunk_025.wav,109602,Sayornis nigricans,Black Phoebe,35
XC109602_chunk_026.wav,109602,Sayornis nigricans,Black Phoebe,35
XC109602_chunk_027.wav,109602,Sayornis nigricans,Black Phoebe,35
XC109602_chunk_028.wav,109602,Sayornis nigricans,Black Phoebe,35
XC109602_chunk_029.wav,109602,Sayornis nigricans,Black Phoebe,35
XC109602_chunk_030.wav,109602,Sayornis nigricans,Black Phoebe,35
XC109602_chunk_031.wav,109602,Sayornis nigricans,Black Phoebe,35
XC109603_chunk_001.wav,109603,Sayornis nigricans,Black Phoebe,35
XC109603_chunk_002.wav,109603,Sayornis nigricans,Black Phoebe,35
XC109603_chunk_003.wav,109603,Sayornis nigricans,Black Phoebe,35
XC109603_chunk_004.wav,109603,Sayornis nigricans,Black Phoebe,35
XC109603_chunk_005.wav,109603,Sayornis nigricans,Black Phoebe,35
XC109603_chunk_006.wav,109603,Sayornis nigricans,Black Phoebe,35
XC109603_chunk_007.wav,109603,Sayornis nigricans,Black Phoebe,35
XC109603_chunk_008.wav,109603,Sayornis nigricans,Black Phoebe,35
XC109603_chunk_009.wav,109603,Sayornis nigricans,Black Phoebe,35
XC109603_chunk_010.wav,109603,Sayornis nigricans,Black Phoebe,35
XC109603_chunk_011.wav,109603,Sayornis nigricans,Black Phoebe,35
XC109603_chunk_012.wav,109603,Sayornis nigricans,Black Phoebe,35
XC109603_chunk_013.wav,109603,Sayornis nigricans,Black Phoebe,35
XC109603_chunk_014.wav,109603,Sayornis nigricans,Black Phoebe,35
XC109603_chunk_015.wav,109603,Sayornis nigricans,Black Phoebe,35
XC109603_chunk_016.wav,109603,Sayornis nigricans,Black Phoebe,35
XC109603_chunk_017.wav,109603,Sayornis nigricans,Black Phoebe,35
XC109606_chunk_001.wav,109606,Spinus tristis,American Goldfinch,45
XC109606_chunk_002.wav,109606,Spinus tristis,American Goldfinch,45
XC109606_chunk_003.wav,109606,Spinus tristis,American Goldfinch,45
XC109606_chunk_004.wav,109606,Spinus tristis,American Goldfinch,45
XC109606_chunk_005.wav,109606,Spinus tristis,American Goldfinch,45
XC109606_chunk_006.wav,109606,Spinus tristis,American Goldfinch,45
XC109606_chunk_007.wav,109606,Spinus tristis,American Goldfinch,45
XC109606_chunk_008.wav,109606,Spinus tristis,American Goldfinch,45
XC109606_chunk_009.wav,109606,Spinus tristis,American Goldfinch,45
XC109606_chunk_010.wav,109606,Spinus tristis,American Goldfinch,45
XC109606_chunk_011.wav,109606,Spinus tristis,American Goldfinch,45
XC109606_chunk_012.wav,109606,Spinus tristis,American Goldfinch,45
XC109606_chunk_013.wav,109606,Spinus tristis,American Goldfinch,45
XC109606_chunk_014.wav,109606,Spinus tristis,American Goldfinch,45
XC109606_chunk_015.wav,109606,Spinus tristis,American Goldfinch,45
XC109606_chunk_016.wav,109606,Spinus tristis,American Goldfinch,45
XC109606_chunk_017.wav,109606,Spinus tristis,American Goldfinch,45
XC109606_chunk_018.wav,109606,Spinus tristis,American Goldfinch,45
XC109606_chunk_019.wav,109606,Spinus tristis,American Goldfinch,45
XC109606_chunk_020.wav,109606,Spinus tristis,American Goldfinch,45
XC109606_chunk_021.wav,109606,Spinus tristis,American Goldfinch,45
XC109606_chunk_022.wav,109606,Spinus tristis,American Goldfinch,45
XC109606_chunk_023.wav,109606,Spinus tristis,American Goldfinch,45
XC109606_chunk_024.wav,109606,Spinus tristis,American Goldfinch,45
XC109651_chunk_001.wav,109651,Calypte anna,Anna's Hummingbird,8
XC109651_chunk_002.wav,109651,Calypte anna,Anna's Hummingbird,8
XC109651_chunk_003.wav,109651,Calypte anna,Anna's Hummingbird,8
XC109651_chunk_004.wav,109651,Calypte anna,Anna's Hummingbird,8
XC109651_chunk_005.wav,109651,Calypte anna,Anna's Hummingbird,8
XC109666_chunk_001.wav,109666,Psaltriparus minimus,American Bushtit,32
XC109666_chunk_002.wav,109666,Psaltriparus minimus,American Bushtit,32
XC109666_chunk_003.wav,109666,Psaltriparus minimus,American Bushtit,32
XC109666_chunk_004.wav,109666,Psaltriparus minimus,American Bushtit,32
XC109666_chunk_005.wav,109666,Psaltriparus minimus,American Bushtit,32
XC109666_chunk_006.wav,109666,Psaltriparus minimus,American Bushtit,32
XC109666_chunk_007.wav,109666,Psaltriparus minimus,American Bushtit,32
XC109666_chunk_008.wav,109666,Psaltriparus minimus,American Bushtit,32
